Core	coretype	sampler	depth	mass	%2mm	water	wetden	dryden	om	carb
00-Grn(Com)	vibracore	syringe	1010.5	0.69	0	50.47	1.39	0.69	5.17	NA
00-Grn(Com)	vibracore	syringe	1011.5	0.69	0	51.16	1.42	0.69	5.23	NA
00-Grn(Com)	vibracore	syringe	1012.5	0.66	0	52.43	1.38	0.66	6.27	NA
00-Grn(Com)	vibracore	syringe	1013.5	0.62	0	53.59	1.33	0.62	6.06	NA
00-Grn(Com)	vibracore	syringe	1014.5	0.62	0	53.47	1.34	0.62	7.3	NA
00-Grn(Com)	vibracore	syringe	1015.5	0.67	0	51.79	1.39	0.67	6.15	NA
00-Grn(Com)	vibracore	syringe	1016.5	0.64	0	53.53	1.39	0.64	5.86	NA
00-Grn(Com)	vibracore	syringe	1017.5	0.77	0	47.31	1.47	0.77	4.37	NA
00-Grn(Com)	vibracore	syringe	1018.5	0.67	0	51.23	1.36	0.67	5.38	NA
00-Grn(Com)	vibracore	syringe	1019.5	0.65	0	51.65	1.34	0.65	5.31	NA
00-Grn(Com)	vibracore	syringe	1020.5	0.72	0	48.32	1.4	0.72	4.35	NA
00-Grn(Com)	vibracore	syringe	1021.5	0.81	0	44.79	1.46	0.81	5.36	NA
00-Grn(Com)	vibracore	syringe	1022.5	0.79	0	46.13	1.47	0.79	4.97	NA
00-Grn(Com)	vibracore	syringe	1023.5	0.77	0	46.84	1.45	0.77	3.81	NA
00-Grn(Com)	vibracore	syringe	1024.5	0.89	0	41.73	1.53	0.89	3.66	NA
00-Grn(Com)	vibracore	syringe	1025.5	0.83	0	44.06	1.48	0.83	4.48	NA
00-Grn(Com)	vibracore	syringe	1026.5	0.82	0	44.61	1.49	0.82	4.14	NA
00-Grn(Com)	vibracore	syringe	1027.5	0.89	0	42.92	1.56	0.89	4.74	NA
00-Grn(Com)	vibracore	syringe	1028.5	0.87	0	43.01	1.53	0.87	4.34	NA
00-Grn(Com)	vibracore	syringe	1029.5	0.96	0	39.29	1.59	0.96	4.29	NA
00-Grn(Com)	vibracore	syringe	1030.5	0.83	0	44.55	1.49	0.83	4.24	NA
00-Grn(Com)	vibracore	syringe	1031.5	0.95	0	39.36	1.56	0.95	3.87	NA
00-Grn(Com)	vibracore	syringe	1032.5	0.54	0	59.73	1.33	0.54	6.01	NA
00-Grn(Com)	vibracore	syringe	1033.5	0.61	0	54.87	1.35	0.61	5.15	NA
00-Grn(Com)	vibracore	syringe	1034.5	0.65	0	53.22	1.38	0.65	5.48	NA
00-Grn(Com)	vibracore	syringe	1035.5	0.57	0	56.77	1.32	0.57	5.4	NA
00-Grn(Com)	vibracore	syringe	1036.5	0.89	0	42.13	1.54	0.89	4.28	NA
00-Grn(Com)	vibracore	syringe	1037.5	1.01	0	34.24	1.54	1.01	3.11	NA
00-Grn(Com)	vibracore	syringe	1038.5	1.18	0	32.36	1.75	1.18	2.94	NA
00-Grn(Com)	vibracore	syringe	1039.5	1.19	0	31.33	1.73	1.19	2.74	NA
00-Grn(Com)	vibracore	syringe	1040.5	1.23	0	29.87	1.75	1.23	2.8	NA
00-Grn(Com)	vibracore	syringe	1041.5	0.92	0	39.77	1.53	0.92	3.77	NA
00-Grn(Com)	vibracore	syringe	1042.5	0.94	0	40.44	1.57	0.94	4.08	NA
00-Grn(Com)	vibracore	syringe	1043.5	0.76	0	47.65	1.45	0.76	4.62	NA
00-Grn(Com)	vibracore	syringe	1044.5	0.79	0	44.74	1.44	0.79	4.5	NA
00-Grn(Com)	vibracore	syringe	1045.5	0.87	0	42.22	1.51	0.87	4.1	NA
00-Grn(Com)	vibracore	syringe	1046.5	0.81	0	46.2	1.51	0.81	4.33	NA
00-Grn(Com)	vibracore	syringe	1047.5	0.73	0	49.28	1.43	0.73	3.54	NA
00-Grn(Com)	vibracore	syringe	1048.5	0.83	0	44.67	1.5	0.83	3.71	NA
00-Grn(Com)	vibracore	syringe	1049.5	0.87	0	42.02	1.5	0.87	3.83	NA
00-Grn(Com)	vibracore	syringe	1050.5	0.84	0	45.84	1.55	0.84	2.99	NA
00-Grn(Com)	vibracore	syringe	1051.5	0.57	0	56.85	1.33	0.57	4.62	NA
00-Grn(Com)	vibracore	syringe	1052.5	0.67	0	51.34	1.38	0.67	5.44	NA
00-Grn(Com)	vibracore	syringe	1053.5	0.64	0	54.24	1.39	0.64	5.25	NA
00-Grn(Com)	vibracore	syringe	1054.5	0.69	0	52.1	1.43	0.69	4.5	NA
00-Grn(Com)	vibracore	syringe	1055.5	0.61	0	53.84	1.32	0.61	5.11	NA
00-Grn(Com)	vibracore	syringe	1056.5	0.71	0	50.54	1.44	0.71	4.48	NA
00-Grn(Com)	vibracore	syringe	1057.5	0.85	0	44.01	1.52	0.85	3.35	NA
00-Grn(Com)	vibracore	syringe	1058.5	0.85	0	43.42	1.5	0.85	3.14	NA
00-Grn(Com)	vibracore	syringe	1059.5	0.96	0	38.94	1.57	0.96	2.74	NA
00-Grn(Com)	vibracore	syringe	1060.5	0.74	0	47.52	1.42	0.74	3.71	NA
00-Grn(Com)	vibracore	syringe	1061.5	0.73	0	49.93	1.46	0.73	2.95	NA
00-Grn(Com)	vibracore	syringe	1062.5	0.71	0	49.24	1.41	0.71	3.73	NA
00-Grn(Com)	vibracore	syringe	1063.5	0.76	0	48.17	1.46	0.76	3.37	NA
00-Grn(Com)	vibracore	syringe	1064.5	0.73	0	49.5	1.44	0.73	4.44	NA
00-Grn(Com)	vibracore	syringe	1065.5	0.74	0	48.39	1.43	0.74	3.71	NA
00-Grn(Com)	vibracore	syringe	1066.5	0.65	0	53.39	1.39	0.65	4.15	NA
00-Grn(Com)	vibracore	syringe	1067.5	0.7	0	49.76	1.4	0.7	3.44	NA
00-Grn(Com)	vibracore	syringe	1068.5	0.97	0	39.13	1.59	0.97	2.84	NA
00-Grn(Com)	vibracore	syringe	1069.5	0.88	0	41.95	1.52	0.88	3.05	NA
00-Grn(Com)	vibracore	syringe	1070.5	0.83	0	43.68	1.48	0.83	3.51	NA
00-Grn(Com)	vibracore	syringe	1071.5	0.9	0	41.78	1.55	0.9	3.53	NA
00-Grn(Com)	vibracore	syringe	1072.5	0.86	0	43.91	1.52	0.86	3.15	NA
00-Grn(Com)	vibracore	syringe	1073.5	1.03	0	38.52	1.67	1.03	2.86	NA
00-Grn(Com)	vibracore	syringe	1074.5	1.01	0	37.23	1.61	1.01	2.68	NA
00-Grn(Com)	vibracore	syringe	1075.5	1.17	0	32.22	1.72	1.17	2.12	NA
00-Grn(Com)	vibracore	syringe	1076.5	1.08	0	35.59	1.68	1.08	2.75	NA
00-Grn(Com)	vibracore	syringe	1077.5	0.8	0	45.7	1.48	0.8	3.63	NA
00-Grn(Com)	vibracore	syringe	1078.5	0.79	0	46.42	1.48	0.79	2.74	NA
00-Grn(Com)	vibracore	syringe	1079.5	0.89	0	42.74	1.55	0.89	3.18	NA
00-Grn(Com)	vibracore	syringe	1080.5	0.87	0	43.47	1.53	0.87	3.39	NA
00-Grn(Com)	vibracore	syringe	1081.5	0.83	0	44.43	1.5	0.83	3.75	NA
00-Grn(Com)	vibracore	syringe	1082.5	0.79	0	46.91	1.48	0.79	3.04	NA
00-Grn(Com)	vibracore	syringe	1083.5	0.9	0	40.94	1.53	0.9	3.64	NA
00-Grn(Com)	vibracore	syringe	1084.5	0.87	0	44.21	1.56	0.87	3.76	NA
00-Grn(Com)	vibracore	syringe	1085.5	0.85	0	44.53	1.52	0.85	3.55	NA
00-Grn(Com)	vibracore	syringe	1086.5	0.97	0	40.6	1.63	0.97	2.44	NA
00-Grn(Com)	vibracore	syringe	1087.5	0.98	0	37.78	1.58	0.98	2.07	NA
00-Grn(Com)	vibracore	syringe	1088.5	0.92	0	40.19	1.55	0.92	2.57	NA
00-Grn(Com)	vibracore	syringe	1089.5	0.91	0	41.67	1.56	0.91	3.82	NA
00-Grn(Com)	vibracore	syringe	1090.5	0.91	0	40.45	1.53	0.91	2.54	NA
00-Grn(Com)	vibracore	syringe	1091.5	1.03	0	35.73	1.6	1.03	3.12	NA
00-Grn(Com)	vibracore	syringe	1092.5	1.02	0	36.31	1.6	1.02	3.25	NA
00-Grn(Com)	vibracore	syringe	1093.5	1.11	0	36.49	1.74	1.11	2.02	NA
00-Grn(Com)	vibracore	syringe	1094.5	1.04	0	35.56	1.61	1.04	3.05	NA
00-Grn(Com)	vibracore	syringe	1095.5	1.01	0	36.56	1.6	1.01	3.13	NA
00-Grn(Com)	vibracore	syringe	1096.5	1.02	0	36.16	1.59	1.02	3.17	NA
00-Grn(Com)	vibracore	syringe	1097.5	1.07	0	35.54	1.67	1.07	2.96	NA
00-Grn(Com)	vibracore	syringe	1098.5	1.04	0	36.13	1.64	1.04	1.86	NA
00-Grn(Com)	vibracore	syringe	1099.5	1.06	0	36.22	1.66	1.06	2.38	NA
00-Grn(Com)	vibracore	syringe	1100.5	1.02	0	37.8	1.64	1.02	2.95	NA
00-Grn(Com)	vibracore	syringe	1101.5	1.25	0	31.15	1.81	1.25	2.4	NA
00-Grn(Com)	vibracore	syringe	1102.5	1.2	0	32.4	1.77	1.2	2.77	NA
00-Grn(Com)	vibracore	syringe	1103.5	1.28	0	30.5	1.84	1.28	2.66	NA
00-Grn(Com)	vibracore	syringe	1104.5	1.29	0	29.39	1.82	1.29	2.42	NA
00-Grn(Com)	vibracore	syringe	1105.5	1.18	0	30.53	1.7	1.18	2.72	NA
00-Grn(Com)	vibracore	syringe	1106.5	1.19	0	29.63	1.69	1.19	2.39	NA
00-Grn(Com)	vibracore	syringe	1107.5	1.08	0	34.27	1.64	1.08	2.79	NA
00-Grn(Com)	vibracore	syringe	1108.5	1.25	0	29.67	1.78	1.25	2.36	NA
00-Grn(Com)	vibracore	syringe	1109.5	1.24	0	30.69	1.79	1.24	2.48	NA
00-Grn(Com)	vibracore	syringe	1110.5	1.15	0	32.31	1.7	1.15	2.45	NA
00-Grn(Com)	vibracore	syringe	1111.5	1.23	0	30.55	1.77	1.23	2.02	NA
00-Grn(Com)	vibracore	syringe	1112.5	1.16	0	33.41	1.74	1.16	2.59	NA
00-Grn(Com)	vibracore	syringe	1113.5	1.17	0	32.11	1.72	1.17	2.39	NA
00-Grn(Com)	vibracore	syringe	1114.5	1.31	0	29.15	1.85	1.31	2.08	NA
00-Grn(Com)	vibracore	syringe	1115.5	1.18	0	31.72	1.72	1.18	2.36	NA
00-Grn(Com)	vibracore	syringe	1116.5	1.34	0	27.98	1.86	1.34	2.28	NA
00-Grn(Com)	vibracore	syringe	1117.5	1.22	0	30.39	1.76	1.22	2.38	NA
00-Grn(Com)	vibracore	syringe	1118.5	1.23	0	30.26	1.76	1.23	2.23	NA
00-Grn(Com)	vibracore	syringe	1119.5	1.35	0	27.8	1.87	1.35	2.09	NA
00-Grn(Com)	vibracore	syringe	1120.5	1.23	0	29.82	1.75	1.23	2.03	NA
00-Grn(Com)	vibracore	syringe	1121.5	1.39	0	27.36	1.91	1.39	2.18	NA
00-Grn(Com)	vibracore	syringe	1122.5	1.27	0	29.19	1.79	1.27	2.02	NA
00-Grn(Com)	vibracore	syringe	1123.5	1.32	0	27.06	1.81	1.32	2.25	NA
00-Grn(Com)	vibracore	syringe	1124.5	1.25	0	29.12	1.76	1.25	2.12	NA
00-Grn(Com)	vibracore	syringe	1125.5	1.29	0	29.74	1.83	1.29	2.33	NA
00-Grn(Com)	vibracore	syringe	1126.5	1.28	0	29.4	1.81	1.28	2.21	NA
00-Grn(Com)	vibracore	syringe	1127.5	1.25	0	29.72	1.78	1.25	1.44	NA
00-Grn(Com)	vibracore	syringe	1128.5	1.2	0	32.58	1.78	1.2	1.49	NA
00-Grn(Com)	vibracore	syringe	1129.5	1.31	0	27.76	1.81	1.31	1.42	NA
00-Grn(Com)	vibracore	syringe	1130.5	1.29	0	29.63	1.83	1.29	1.44	NA
00-Grn(Com)	vibracore	syringe	1131.5	1.33	0	28.18	1.86	1.33	1.48	NA
00-Grn(Com)	vibracore	syringe	1132.5	1.28	0	29.85	1.82	1.28	1.45	NA
00-Grn(Com)	vibracore	syringe	1133.5	1.21	0	31.78	1.77	1.21	1.72	NA
00-Grn(Com)	vibracore	syringe	1134.5	1.22	0	30.73	1.77	1.22	1.61	NA
00-Grn(Com)	vibracore	syringe	1135.5	1.29	0	29.65	1.83	1.29	1.56	NA
00-Grn(Com)	vibracore	syringe	1136.5	1.32	0	28.01	1.83	1.32	1.59	NA
00-Grn(Com)	vibracore	syringe	1137.5	1.33	0	27.85	1.84	1.33	1.6	NA
00-Grn(Com)	vibracore	syringe	1138.5	1.35	0	27.64	1.86	1.35	1.75	NA
00-Grn(Com)	vibracore	syringe	1139.5	1.36	0	28.3	1.9	1.36	1.67	NA
00-Grn(Com)	vibracore	syringe	1140.5	1.42	0	24.8	1.89	1.42	1.52	NA
00-Grn(Com)	vibracore	syringe	1141.5	1.31	0	28.12	1.82	1.31	1.59	NA
00-Grn(Com)	vibracore	syringe	1142.5	1.38	0	26.65	1.89	1.38	1.65	NA
00-Grn(Com)	vibracore	syringe	1143.5	1.18	0	32.12	1.74	1.18	1.87	NA
00-Grn(Com)	vibracore	syringe	1144.5	0.99	0	37.88	1.59	0.99	2.34	NA
00-Grn(Com)	vibracore	syringe	1145.5	1.15	0	33.22	1.73	1.15	1.98	NA
00-Grn(Com)	vibracore	syringe	1146.5	0.99	0	37.13	1.58	0.99	2.37	NA
00-Grn(Com)	vibracore	syringe	1147.5	1.02	0	36.98	1.62	1.02	2.45	NA
00-Grn(Com)	vibracore	syringe	1148.5	0.87	0	43.31	1.54	0.87	2.5	NA
00-Grn(Com)	vibracore	syringe	1149.5	0.94	0	39.87	1.56	0.94	2.46	NA
00-Grn(Com)	vibracore	syringe	1150.5	1.02	0	38.42	1.66	1.02	2.52	NA
00-Grn(Com)	vibracore	syringe	1151.5	0.9	0	42.54	1.56	0.9	2.76	NA
00-Grn(Com)	vibracore	syringe	1152.5	0.89	0	42.07	1.53	0.89	2.68	NA
00-Grn(Com)	vibracore	syringe	1153.5	0.84	0	43.56	1.49	0.84	2.74	NA
00-Grn(Com)	vibracore	syringe	1154.5	1.21	0	31.47	1.76	1.21	2.24	NA
00-Grn(Com)	vibracore	syringe	1155.5	0.85	0	44.26	1.52	0.85	2.7	NA
00-Grn(Com)	vibracore	syringe	1156.5	0.86	0	42.56	1.5	0.86	2.68	NA
00-Grn(Com)	vibracore	syringe	1157.5	0.8	0	45.55	1.46	0.8	2.86	NA
00-Grn(Com)	vibracore	syringe	1158.5	0.99	0	37.36	1.59	0.99	2.7	NA
00-Grn(Com)	vibracore	syringe	1159.5	0.85	0	43.49	1.51	0.85	2.64	NA
00-Grn(Com)	vibracore	syringe	1160.5	0.93	0	40.67	1.57	0.93	2.3	NA
00-Grn(Com)	vibracore	syringe	1161.5	0.85	0	42.79	1.49	0.85	2.58	NA
00-Grn(Com)	vibracore	syringe	1162.5	0.92	0	40.62	1.56	0.92	2.56	NA
00-Grn(Com)	vibracore	syringe	1163.5	0.89	0	41.33	1.51	0.89	2.5	NA
00-Grn(Com)	vibracore	syringe	1164.5	0.98	0	37.78	1.58	0.98	1.34	NA
00-Grn(Com)	vibracore	syringe	1165.5	0.95	0	39.09	1.55	0.95	1.42	NA
00-Grn(Com)	vibracore	syringe	1166.5	0.93	0	39.3	1.53	0.93	1.39	NA
00-Grn(Com)	vibracore	syringe	1167.5	1.2	0	31.73	1.76	1.2	1.04	NA
00-Grn(Com)	vibracore	syringe	1168.5	0.95	0	39.38	1.57	0.95	1.4	NA
00-Grn(Com)	vibracore	syringe	1169.5	0.96	0	38.94	1.58	0.96	1.4	NA
00-Grn(Com)	vibracore	syringe	1170.5	1.33	0	28.01	1.85	1.33	1.1	NA
00-Grn(Com)	vibracore	syringe	1171.5	1.25	0	28	1.73	1.25	1.11	NA
00-Grn(Com)	vibracore	syringe	1172.5	1.08	0	35.45	1.67	1.08	1.34	NA
00-Grn(Com)	vibracore	syringe	1173.5	1.5	0	23.52	1.96	1.5	1.03	NA
00-Grn(Com)	vibracore	syringe	1174.5	1.49	0	22.15	1.92	1.49	0.95	NA
00-Grn(Com)	vibracore	syringe	1175.5	1.47	0	22.66	1.9	1.47	0.99	NA
00-Grn(Com)	vibracore	syringe	1176.5	1.51	0	22.53	1.95	1.51	0.95	NA
00-Grn(Com)	vibracore	syringe	1177.5	1.5	0	21.24	1.91	1.5	0.96	NA
00-Grn(Com)	vibracore	syringe	1178.5	1.56	0	21.66	1.99	1.56	0.88	NA
00-Grn(Com)	vibracore	syringe	1179.5	1.54	0	21.17	1.95	1.54	0.92	NA
00-Grn(Com)	vibracore	syringe	1180.5	1.5	0	21.3	1.91	1.5	0.84	NA
00-Grn(Com)	vibracore	syringe	1181.5	1.63	0	20.72	2.05	1.63	0.95	NA
00-Grn(Com)	vibracore	syringe	1182.5	1.5	0	21.98	1.93	1.5	0.96	NA
00-Grn(Com)	vibracore	syringe	1183.5	1.56	0	20.71	1.97	1.56	0.9	NA
00-Grn(Com)	vibracore	syringe	1184.5	1.64	0	21.05	2.08	1.64	0.93	NA
00-Grn(Com)	vibracore	syringe	1185.5	1.59	0	20.21	1.99	1.59	0.89	NA
00-Grn(Com)	vibracore	syringe	1186.5	1.57	0	20.72	1.98	1.57	0.91	NA
00-Grn(Com)	vibracore	syringe	1187.5	1.54	0	20.72	1.94	1.54	0.93	NA
00-Grn(Com)	vibracore	syringe	1188.5	1.6	0	19.64	1.99	1.6	0.89	NA
00-Grn(Com)	vibracore	syringe	1189.5	1.55	0	19.26	1.92	1.55	0.89	NA
00-Grn(Com)	vibracore	syringe	1190.5	1.57	0	21.46	2	1.57	0.88	NA
00-Grn(Com)	vibracore	syringe	1191.5	1.82	0	21.96	2.33	1.82	0.68	NA
00-Grn(Com)	vibracore	syringe	1192.5	1.7	0	20.46	2.14	1.7	0.77	NA
00-Grn(Com)	vibracore	syringe	1193.5	1.52	0	20.76	1.91	1.52	0.7	NA
00-Grn(Com)	vibracore	syringe	1194.5	1.56	0	20.61	1.97	1.56	0.73	NA
00-Grn(Com)	vibracore	syringe	1195.5	1.61	0	19.57	2.01	1.61	0.65	NA
00-Grn(Com)	vibracore	syringe	1196.5	1.6	0	20.83	2.02	1.6	0.56	NA
00-Grn(Com)	vibracore	syringe	1197.5	1.69	0	19.19	2.09	1.69	0.51	NA
00-Grn(Com)	vibracore	syringe	1198.5	1.76	0	19.14	2.17	1.76	0.5	NA
01-Cheak(B)	percussion	syringe	0.5	0.84	0	46.62	1.57	0.84	2.92	NA
01-Cheak(B)	percussion	syringe	1.5	1.17	0	34.51	1.78	1.17	2.67	NA
01-Cheak(B)	percussion	syringe	2.5	0.9	0	42.48	1.57	0.9	1.33	NA
01-Cheak(B)	percussion	syringe	3.5	0.84	0	42.29	1.46	0.84	3.76	NA
01-Cheak(B)	percussion	syringe	4.5	0.99	0	39.33	1.63	0.99	3.16	NA
01-Cheak(B)	percussion	syringe	5.5	1.06	0	37.18	1.69	1.06	2.86	NA
01-Cheak(B)	percussion	syringe	6.5	0.88	0	43.66	1.56	0.88	3.39	NA
01-Cheak(B)	percussion	syringe	7.5	0.84	0	45.86	1.55	0.84	3.15	NA
01-Cheak(B)	percussion	syringe	8.5	0.87	0	46.15	1.61	0.87	3.18	NA
01-Cheak(B)	percussion	syringe	9.5	0.75	0	49.8	1.49	0.75	3.37	NA
01-Cheak(B)	percussion	syringe	10.5	0.89	0	45.38	1.63	0.89	3.35	NA
01-Cheak(B)	percussion	syringe	11.5	0.77	0	50.07	1.55	0.77	3.46	NA
01-Cheak(B)	percussion	syringe	12.5	0.79	0	47.67	1.52	0.79	2.62	NA
01-Cheak(B)	percussion	syringe	13.5	0.77	0	49.21	1.51	0.77	2.9	NA
01-Cheak(B)	percussion	syringe	14.5	0.84	0	47.45	1.6	0.84	2.93	NA
01-Cheak(B)	percussion	syringe	15.5	0.84	0	45.77	1.55	0.84	3.01	NA
01-Cheak(B)	percussion	syringe	16.5	0.91	0	44.71	1.64	0.91	2.9	NA
01-Cheak(B)	percussion	syringe	17.5	0.96	0	42.64	1.68	0.96	2.73	NA
01-Cheak(B)	percussion	syringe	18.5	0.91	0	44.07	1.63	0.91	2.98	NA
01-Cheak(B)	percussion	syringe	19.5	1.02	0	40.51	1.71	1.02	2.43	NA
01-Cheak(B)	percussion	syringe	20.5	1.02	0	39.45	1.68	1.02	2.19	NA
01-Cheak(B)	percussion	syringe	21.5	1.14	0	35.65	1.77	1.14	1.84	NA
01-Cheak(B)	percussion	syringe	22.5	1	0	40.37	1.67	1	2.15	NA
01-Cheak(B)	percussion	syringe	23.5	1.26	0	31.99	1.86	1.26	1.86	NA
01-Cheak(B)	percussion	syringe	24.5	1.07	0	37.07	1.71	1.07	2.19	NA
01-Cheak(B)	percussion	syringe	25.5	1.2	0	36.18	1.87	1.2	1.92	NA
01-Cheak(B)	percussion	syringe	26.5	1.09	0	37.58	1.74	1.09	1.94	NA
01-Cheak(B)	percussion	syringe	27.5	1.03	0	38.46	1.68	1.03	2.03	NA
01-Cheak(B)	percussion	syringe	28.5	1.22	0	33.46	1.84	1.22	1.71	NA
01-Cheak(B)	percussion	syringe	29.5	1.16	0	33.28	1.74	1.16	1.55	NA
01-Cheak(B)	percussion	syringe	30.5	1.2	0	32.66	1.77	1.2	2.33	NA
01-Cheak(B)	percussion	syringe	31.5	1.19	0	34.9	1.83	1.19	1.8	NA
01-Cheak(B)	percussion	syringe	32.5	1.3	0	31.53	1.9	1.3	1.38	NA
01-Cheak(B)	percussion	syringe	33.5	1.26	0	32.44	1.86	1.26	1.57	NA
01-Cheak(B)	percussion	syringe	34.5	1.12	0	34.89	1.73	1.12	1.69	NA
01-Cheak(B)	percussion	syringe	35.5	1.08	0	36.71	1.71	1.08	1.95	NA
01-Cheak(B)	percussion	syringe	36.5	1.1	0	35.38	1.7	1.1	1.77	NA
01-Cheak(B)	percussion	syringe	37.5	1.06	0	36.79	1.68	1.06	1.9	NA
01-Cheak(B)	percussion	syringe	38.5	1.05	0	37.57	1.68	1.05	2.03	NA
01-Cheak(B)	percussion	syringe	39.5	1.16	0	34.68	1.78	1.16	1.66	NA
01-Cheak(B)	percussion	syringe	40.5	1.03	0	38.39	1.67	1.03	2.02	NA
01-Cheak(B)	percussion	syringe	41.5	0.99	0	40.18	1.66	0.99	2.03	NA
01-Cheak(B)	percussion	syringe	42.5	1.01	0	40	1.68	1.01	2.06	NA
01-Cheak(B)	percussion	syringe	43.5	0.94	0	42	1.61	0.94	2.14	NA
01-Cheak(B)	percussion	syringe	44.5	1.06	0	37.64	1.7	1.06	2.05	NA
01-Cheak(B)	percussion	syringe	45.5	1.02	0	41.66	1.75	1.02	2.33	NA
01-Cheak(B)	percussion	syringe	46.5	1.26	0	30.8	1.82	1.26	1.54	NA
01-Cheak(B)	percussion	syringe	47.5	1.32	0	29.38	1.86	1.32	1.74	NA
01-Cheak(B)	percussion	syringe	48.5	1.13	0	35.28	1.75	1.13	2.04	NA
01-Cheak(B)	percussion	syringe	49.5	1.12	0	35.42	1.74	1.12	2.04	NA
01-Cheak(B)	percussion	syringe	50.5	1.02	0	37.89	1.65	1.02	2.24	NA
01-Cheak(B)	percussion	syringe	51.5	1.1	0	35.37	1.71	1.1	2.21	NA
01-Cheak(B)	percussion	syringe	52.5	1.21	0	34.87	1.85	1.21	1.83	NA
01-Cheak(B)	percussion	syringe	53.5	1.12	0	35.18	1.73	1.12	1.94	NA
01-Cheak(B)	percussion	syringe	54.5	1.01	0	36.73	1.6	1.01	2.13	NA
01-Cheak(B)	percussion	syringe	55.5	1.16	0	34.69	1.78	1.16	2.04	NA
01-Cheak(B)	percussion	syringe	56.5	1.11	0	35.8	1.73	1.11	2.07	NA
01-Cheak(B)	percussion	syringe	57.5	1.19	0	35.97	1.86	1.19	2.07	NA
01-Cheak(B)	percussion	syringe	58.5	1.11	0	38.38	1.81	1.11	2.03	NA
01-Cheak(B)	percussion	syringe	59.5	1.1	0	37	1.75	1.1	2	NA
01-Cheak(B)	percussion	syringe	60.5	0.97	0	39.32	1.6	0.97	2.37	NA
01-Cheak(B)	percussion	syringe	61.5	1.22	0	34.99	1.88	1.22	1.79	NA
01-Cheak(B)	percussion	syringe	62.5	1.09	0	38.65	1.78	1.09	2.04	NA
01-Cheak(B)	percussion	syringe	63.5	1.08	0	37.59	1.74	1.08	1.83	NA
01-Cheak(B)	percussion	syringe	64.5	1.02	0	38.4	1.66	1.02	2.17	NA
01-Cheak(B)	percussion	syringe	65.5	1.01	0	38.49	1.65	1.01	2.17	NA
01-Cheak(B)	percussion	syringe	66.5	1.09	0	36.69	1.72	1.09	2.19	NA
01-Cheak(B)	percussion	syringe	67.5	1.06	0	37.95	1.7	1.06	2.32	NA
01-Cheak(B)	percussion	syringe	68.5	1.03	0	38.7	1.68	1.03	2.35	NA
01-Cheak(B)	percussion	syringe	69.5	1	0	38.26	1.63	1	2.31	NA
01-Cheak(B)	percussion	syringe	70.5	1	0	38.83	1.63	1	2.36	NA
01-Cheak(B)	percussion	syringe	71.5	1.08	0	38.57	1.76	1.08	1.98	NA
01-Cheak(B)	percussion	syringe	72.5	1.05	0	39.49	1.74	1.05	2.05	NA
01-Cheak(B)	percussion	syringe	73.5	1.02	0	37.97	1.65	1.02	1.78	NA
01-Cheak(B)	percussion	syringe	74.5	1.04	0	38.16	1.68	1.04	1.73	NA
01-Cheak(B)	percussion	syringe	75.5	1.1	0	37.55	1.76	1.1	2.2	NA
01-Cheak(B)	percussion	syringe	76.5	1.33	0	31.27	1.93	1.33	1.56	NA
01-Cheak(B)	percussion	syringe	77.5	1.14	0	35.75	1.77	1.14	1.92	NA
01-Cheak(B)	percussion	syringe	78.5	1.07	0	35.69	1.66	1.07	1.9	NA
01-Cheak(B)	percussion	syringe	79.5	1.09	0	39.32	1.8	1.09	2.25	NA
01-Cheak(B)	percussion	syringe	80.5	1	0	39.17	1.65	1	2.44	NA
01-Cheak(B)	percussion	syringe	81.5	1.01	0	39.97	1.68	1.01	2.37	NA
01-Cheak(B)	percussion	syringe	82.5	1.1	0	36.22	1.72	1.1	2.04	NA
01-Cheak(B)	percussion	syringe	83.5	0.99	0	38.95	1.62	0.99	2.6	NA
01-Cheak(B)	percussion	syringe	84.5	1.05	0	37.1	1.67	1.05	1.87	NA
01-Cheak(B)	percussion	syringe	85.5	1.06	0	37.57	1.7	1.06	1.78	NA
01-Cheak(B)	percussion	syringe	86.5	0.98	0	37.16	1.56	0.98	1.81	NA
01-Cheak(B)	percussion	syringe	87.5	1.04	0	37.94	1.67	1.04	2.05	NA
01-Cheak(B)	percussion	syringe	88.5	0.97	0	39.57	1.61	0.97	2.21	NA
01-Cheak(B)	percussion	syringe	89.5	1.02	0	37.68	1.64	1.02	2.01	NA
01-Cheak(B)	percussion	syringe	90.5	1.1	0	37.33	1.75	1.1	2.15	NA
01-Cheak(B)	percussion	syringe	91.5	1.14	0	35.72	1.77	1.14	2.12	NA
01-Cheak(B)	percussion	syringe	92.5	1.12	0	36.8	1.77	1.12	2.49	NA
01-Cheak(B)	percussion	syringe	93.5	1.19	0	34.55	1.82	1.19	2.69	NA
01-Cheak(B)	percussion	syringe	94.5	1.19	0	33.65	1.8	1.19	2.45	NA
01-Cheak(B)	percussion	syringe	95.5	1.13	0	34.73	1.74	1.13	1.73	NA
01-Cheak(B)	percussion	syringe	96.5	1.11	0	35.19	1.71	1.11	1.94	NA
01-Cheak(B)	percussion	syringe	97.5	1.04	0	37.55	1.67	1.04	1.79	NA
01-Cheak(B)	percussion	syringe	98.5	1.04	0	37.35	1.67	1.04	2.12	NA
01-Cheak(B)	percussion	syringe	99.5	1.13	0	37.12	1.79	1.13	1.98	NA
